0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,label
-459.26898,112.41919,25.54205,10.287396,-8.710665,-10.696217,-23.73533,-1.1824876,-25.623503,6.3915367,-15.5943575,-6.46738,1.8839806,0.36257482,0.31796914,0.42046782,0.52493256,0.39909837,0.34921208,0.42681944,0.60120636,0.59783274,0.5127784,0.55273896,0.4837157,0.0005398938,0.004408019,0.002761067,0.0016593789,0.0024888439,0.0063343826,0.02772358,0.096051306,0.13176131,0.09226869,0.07799635,0.043555796,0.10950072,1.4149258,2.9953618,2.4074774,2.5192266,2.3415847,1.1643422,0.6540009,0.5876603,0.84629315,0.8111606,0.76603556,0.54308254,0.39546275,0.5297727,0.60751134,0.76071805,0.37457162,0.51979345,0.35547104,0.10241491,0.04870629,0.029062781,0.028870828,0.023073087,0.048974887,0.048672106,0.046209622,0.046381827,0.039120536,0.061027832,0.062833786,0.054923195,0.020546224,0.011814774,0.006681228,0.003013178,0.0021516534,0.0027371005,0.0026306836,0.0030022317,0.006038418,0.00922029,0.011945211,0.0077698343,0.0064167785,0.0053330893,0.007776598,0.0037269504,0.0015144055,0.00077378674,0.0010031605,0.002798502,0.0030010415,0.0010220531,0.0022800218,0.0040109567,0.0022921863,0.0016608885,0.0016960688,0.0008372603,0.00072359294,0.0007553004,0.0003364146,0.00019015934,0.00075725385,0.0014164691,0.0012784771,0.0024838601,0.004329212,0.0034656879,0.0017601277,0.0011801608,0.0007662987,0.0006754041,0.0018279862,0.0020591586,0.00054065784,0.00037705278,0.00026987802,0.0003040515,0.00021926544,0.00011881502,3.1736912e-05,8.115163e-06,7.102867e-06,6.4298306e-06,1.8422837e-05,3.9300903e-05,5.7091147e-05,0.00011984947,9.1704744e-05,0.00013986687,0.00019996757,0.00024056311,0.0006041551,0.0013620132,0.0007018227,0.00034150813,0.00036607904,0.00025132674,0.00027923274,0.00016735948,5.6951634e-05,0.00010381901,0.00016298219,0.00013146162,0.000121593905,8.253657e-05,4.3405144e-05,2.909754e-05,2.0590847e-05,8.8746565e-06,1.3229551e-06,3.084533e-07,2.3686106e-07,baroo
-254.754,66.92084,-14.789149,10.089096,-18.424126,-0.2575207,-33.550224,11.139736,-26.895086,18.408327,-12.265879,-4.2939453,-12.279816,0.27420142,0.25198418,0.33296588,0.4054101,0.4972837,0.57741505,0.5981876,0.6772997,0.7516204,0.6766152,0.5010962,0.40020847,0.0058300686,0.05976441,0.017587764,0.010889942,0.021126768,0.017723389,0.026926868,0.049375433,0.14956184,0.1436074,0.5974942,1.1168114,2.4101503,7.3405905,8.440818,8.973499,6.478588,1.2663717,0.08179745,0.28931266,0.759405,1.2154422,1.531095,2.0857625,4.501447,4.4537683,3.0394692,1.7800441,2.310167,4.952482,4.7583165,5.7570715,4.4429607,2.1607454,1.3139254,0.60399175,0.096593045,0.025658166,0.019231785,0.04473644,0.11580574,0.17744377,0.38511938,0.5337164,0.5567713,0.23557805,0.054394573,0.01926322,0.012221416,0.017630981,0.02550629,0.039763533,0.036529444,0.04446108,0.058082093,0.039430384,0.030722717,0.053751152,0.0827539,0.12636662,0.17485666,0.32122898,0.62433547,0.3160783,0.084074646,0.03670709,0.017628128,0.010569471,0.0051225717,0.0038226207,0.022514684,0.027114639,0.012594473,0.010993616,0.01147889,0.011211388,0.026840314,0.02356753,0.01856044,0.018296681,0.017775971,0.018117137,0.014215882,0.008472978,0.0051665423,0.0042046863,0.00481932,0.005856895,0.004139326,0.0033401966,0.0034846049,0.0033161582,0.004094669,0.002451404,0.0022749116,0.0030255464,0.0021974845,0.001424366,0.0019750115,0.0026061272,0.0041903215,0.009699939,0.013588164,0.009451687,0.009876693,0.0068209525,0.005600478,0.003654397,0.0046185753,0.00457854,0.0053521534,0.00907241,0.013428113,0.019847691,0.024914347,0.023457365,0.012615135,0.0041301013,0.0016483552,0.00075120537,0.0005074921,0.00027624838,0.00026664228,0.00021384846,7.761726e-05,1.7153054e-05,1.3297501e-06,3.282313e-08,baroo
-234.92023,78.35699,-16.648844,7.507126,-19.811,-3.467048,-35.709675,12.547273,-32.350727,17.59253,-12.9227705,-12.110981,-17.75311,0.19857055,0.15121162,0.17037806,0.39283082,0.71054673,0.7845035,0.6047928,0.4910911,0.38865665,0.28837126,0.2667034,0.23969427,0.0013734262,0.019105317,0.010707005,0.004598977,0.0074695474,0.02515569,0.07428291,0.05825548,0.101551265,0.23012345,0.97897536,4.7670484,16.720804,9.823455,2.9214635,0.68033683,0.23113008,0.07280689,0.16866815,0.1549469,0.11599221,0.13406792,0.32032222,1.3975394,2.9409046,2.2174406,1.9100487,1.5822077,0.9082734,1.4573447,1.8884349,0.71883774,0.5431567,0.29259518,0.104929395,0.063699245,0.028081425,0.016438847,0.02007796,0.048569974,0.05227413,0.06938215,0.12679805,0.1688571,0.32900426,0.26879695,0.19056565,0.08981055,0.035848487,0.018268611,0.028862877,0.038728587,0.03429479,0.04581877,0.06606996,0.10178138,0.079496235,0.052788194,0.08256216,0.12288927,0.13243927,0.11147937,0.14028697,0.1394979,0.07917805,0.049370497,0.039593052,0.01395072,0.0048932666,0.0033824944,0.012892639,0.02654893,0.06297427,0.08775263,0.10662577,0.14672573,0.13065611,0.113582,0.10159332,0.11178504,0.123410575,0.13048095,0.16912282,0.10835496,0.03335103,0.010083314,0.0072434116,0.0049656066,0.0042587104,0.00312854,0.0026749554,0.0026862158,0.0034057891,0.0022179983,0.0016897899,0.001121367,0.0008017746,0.001401526,0.0035672286,0.0059750695,0.00988794,0.019841298,0.0347296,0.039177515,0.06456761,0.056841534,0.03169295,0.018394388,0.008118092,0.009272671,0.02751492,0.080515705,0.09245021,0.0609545,0.029209042,0.023161035,0.015131387,0.0049364273,0.0026558794,0.0033683386,0.0016888799,0.00059017126,0.0015304041,0.0009886122,0.00025591406,4.067982e-05,5.44367e-06,7.856757e-07,baroo
-219.79094,42.926945,-4.6162686,5.827219,-34.924824,-12.898338,-33.85457,10.427137,-34.235237,18.037954,-15.148875,-7.185093,-10.566665,0.34864256,0.25771555,0.22362667,0.2527307,0.35335928,0.5355099,0.5873329,0.57606256,0.6992568,0.7157125,0.5755038,0.4726257,0.0007168517,0.010779071,0.006634407,0.008012471,0.011004751,0.008908132,0.018076822,0.043196533,0.037102904,0.07036988,0.11986087,0.77376306,2.0115788,1.5923123,0.71962327,0.6634451,0.49053136,0.8394398,1.0147861,0.6867483,0.44539666,0.41951436,0.71042943,1.2347387,2.004082,2.055823,6.088219,6.4654856,3.2472181,3.3653457,2.4345381,4.039517,8.69435,6.4379315,4.857488,2.3867967,0.9566019,0.26063338,0.14150096,0.16036977,0.108718954,0.109666,0.12061802,0.16160502,0.23233724,0.18641151,0.101015665,0.03697612,0.037066426,0.03828157,0.030808505,0.022076633,0.022198241,0.016864624,0.020585291,0.03305908,0.05084566,0.057339467,0.05681641,0.032300275,0.028798005,0.050124805,0.04509647,0.033566408,0.033216257,0.017611133,0.012621386,0.0056825173,0.003519124,0.0057594795,0.02548784,0.038555313,0.038985085,0.028827207,0.034947265,0.047112428,0.044903226,0.07556452,0.11347536,0.10923821,0.15010601,0.094545044,0.091497034,0.11842349,0.08698675,0.067453004,0.037855823,0.012267417,0.013082832,0.020466086,0.017402077,0.01722864,0.012138558,0.009591558,0.007988012,0.0066137086,0.004902152,0.004059251,0.0054814066,0.008516939,0.011421598,0.021752547,0.032961875,0.048070014,0.049616747,0.042404495,0.02819904,0.027669271,0.04297121,0.049163654,0.048230715,0.059605006,0.07960752,0.08387759,0.07330925,0.082193814,0.04423845,0.015419023,0.007970506,0.004560198,0.004001824,0.0027350644,0.0018110145,0.0014015874,0.0007415939,0.0001879563,1.8281953e-05,4.3298647e-07,baroo
-570.1715,159.66292,55.803825,-2.6932077,-1.5702229,3.522475,-8.828398,7.17011,-5.343696,-3.2847128,-14.925425,-10.563655,-18.330435,0.55414546,0.41509083,0.28998876,0.2660696,0.23828693,0.23642564,0.28039926,0.35979724,0.5480014,0.54517823,0.3606138,0.4002014,0.0004919478,0.0035934004,0.003086076,0.0019393357,0.005007973,0.007746738,0.19319724,2.265357,1.506743,0.3147035,0.06602151,0.023132361,0.014308719,0.011440152,0.008067345,0.004076397,0.0030240961,0.0020330262,0.0016134329,0.0014305334,0.0010307428,0.0009023502,0.0010606392,0.0018596598,0.0021267245,0.005039605,0.012268332,0.019555822,0.02891518,0.038001478,0.055376474,0.04485361,0.0394548,0.019381924,0.010690012,0.009020033,0.0050140503,0.0021091388,0.0004059738,0.00012057816,0.00045305534,0.0012712206,0.004263491,0.0031038984,0.0021605722,0.0018680647,0.0007720401,0.0006709608,0.00030412432,9.3318864e-05,4.268319e-05,2.7982995e-05,1.891682e-05,1.3322617e-05,1.2217045e-05,1.7881102e-05,2.6189595e-05,2.1965965e-05,2.5412552e-05,0.00015378262,6.4894084e-05,2.6437227e-05,4.9931823e-05,5.1808303e-05,2.7868477e-05,1.0327483e-05,5.339772e-06,1.5978478e-05,2.5371633e-05,2.1412674e-05,8.33056e-06,5.688314e-06,2.3991415e-06,1.6183385e-06,1.3239878e-06,1.1615516e-06,1.1553699e-06,1.0485667e-06,1.0781143e-06,9.5006556e-07,9.4934626e-07,7.8408414e-07,6.589468e-07,5.7392134e-07,5.713227e-07,5.270363e-07,5.1406704e-07,4.7583123e-07,4.4665927e-07,4.7013427e-07,4.925941e-07,4.913531e-07,5.2299475e-07,5.104195e-07,5.1614796e-07,4.5366224e-07,3.7350233e-07,3.6593542e-07,5.083527e-07,7.3489133e-07,1.1657747e-06,2.333039e-06,1.5382309e-06,1.5661587e-06,1.4343526e-06,6.971139e-07,4.6729465e-07,3.9463575e-07,4.7775507e-07,1.021901e-06,3.4384136e-06,3.5927853e-06,1.986026e-06,4.0464656e-06,4.112714e-06,4.277353e-06,1.880733e-06,5.3628156e-07,2.453816e-07,2.2330231e-07,2.1717017e-07,1.7449352e-07,1.2023648e-07,9.8559966e-08,8.154729e-08,6.898328e-08,6.129375e-08,5.7671457e-08,baroo
-565.9847,156.60619,57.28731,6.3572907,-5.1643443,-2.7543542,-5.1737494,-4.3010216,-4.6001053,-7.829292,-9.846661,-11.214686,-11.387734,0.61652976,0.5509769,0.37200397,0.3395295,0.34178665,0.32901984,0.38055894,0.3462843,0.39932328,0.5112694,0.5062292,0.4876718,0.00025238906,0.0038461322,0.003175089,0.0018569628,0.00394704,0.022814296,0.03522507,0.33565497,0.8143374,0.7156175,0.33637798,0.113245726,0.07837863,0.03485749,0.024070062,0.018663604,0.016928125,0.0085725,0.0056625702,0.0061159646,0.010483559,0.01131776,0.024976028,0.0884169,0.084092855,0.08013753,0.27533108,0.25051227,0.13568392,0.0962125,0.048616953,0.050800186,0.07598193,0.10321255,0.09373517,0.035511654,0.018669706,0.00340651,0.0010439756,0.0012681639,0.002426819,0.0026228027,0.0020295698,0.0026975821,0.0022162215,0.0011922853,0.0008206154,0.00028294412,0.00021067554,0.00014232946,9.00286e-05,7.8351935e-05,5.081582e-05,2.7821958e-05,2.8836588e-05,3.373585e-05,2.900469e-05,8.233977e-05,5.8606107e-05,7.1239454e-05,0.00011182748,9.0466085e-05,9.242602e-05,7.8198565e-05,1.5526077e-05,4.8926377e-06,3.9506367e-06,3.3040387e-06,3.0117285e-06,3.0895255e-06,2.942502e-06,2.818736e-06,2.366188e-06,2.3650553e-06,2.0346922e-06,2.164604e-06,3.0925803e-06,7.3152537e-06,1.0860107e-05,7.1527475e-06,5.119677e-06,1.9425404e-06,9.637816e-07,9.741713e-07,1.0001905e-06,9.308369e-07,8.279641e-07,6.8578476e-07,6.132299e-07,7.4530044e-07,7.9557304e-07,8.898765e-07,8.6725197e-07,1.1765532e-06,1.5188716e-06,1.0509438e-06,7.782455e-07,6.757073e-07,6.1882406e-07,7.0085247e-07,8.199693e-07,9.0140685e-07,7.7341303e-07,5.321412e-07,5.135456e-07,3.9322697e-07,3.6246539e-07,4.3619238e-07,5.3827966e-07,4.805073e-07,4.360941e-07,3.4666203e-07,3.938857e-07,3.6752422e-07,3.950798e-07,3.172241e-07,3.472161e-07,3.0071774e-07,2.4560543e-07,2.3777099e-07,2.293121e-07,2.116242e-07,1.607809e-07,1.3487875e-07,1.1348466e-07,9.662064e-08,8.5142574e-08,7.9310325e-08,baroo
-524.3984,172.28053,18.685364,-3.25954,-17.617992,-2.1069586,-3.3416002,4.770865,-11.031759,-6.477742,-6.144859,-9.2103615,-6.162747,0.55041826,0.40204793,0.31375262,0.3463238,0.43233114,0.6365011,0.53946435,0.31226504,0.23375945,0.21793891,0.22463699,0.42698202,0.00017303928,0.0021936535,0.0021503062,0.0021831621,0.0040838444,0.010184688,0.0096419295,0.078551464,0.1483632,0.22850059,0.19484748,0.25824815,0.59954715,0.5278401,0.22422592,0.011044748,0.0045467066,0.0015727667,0.008437815,0.03127524,0.050884005,0.06535066,0.036793604,0.031425096,0.1660075,0.20380376,0.46343842,0.8582931,0.2834139,0.0661494,0.028944684,0.019827588,0.01303064,0.016324708,0.013345338,0.012656624,0.009647884,0.0052044215,0.0040295124,0.004027618,0.006858477,0.0096647665,0.0117109865,0.014757951,0.012839885,0.006610722,0.010995459,0.0061863097,0.0011309984,0.0010240901,0.00054139324,0.00022018985,0.00015099083,0.00018384044,0.00025616612,0.00010491542,0.0001001233,0.00040047214,0.0022596077,0.005000155,0.004998104,0.0012717235,0.00065984577,0.00056371314,0.00015820406,8.114832e-05,5.6407513e-05,2.7796723e-05,7.385934e-05,9.853295e-05,6.232614e-05,0.000117515585,0.00014518228,9.9534904e-05,3.9237675e-05,5.0112427e-05,0.0002907007,0.0004957584,0.00017527168,0.00016234639,0.00021048015,0.00013303095,0.00030942145,0.00050090614,0.00029573368,0.00034876983,0.00018212004,5.0481645e-05,2.663119e-05,2.0603775e-05,1.1839454e-05,9.104809e-06,6.6689204e-06,1.18597145e-05,1.863606e-05,5.6184276e-06,2.9360508e-06,2.8196007e-06,1.4197017e-05,4.50885e-05,5.2858704e-05,5.82014e-05,2.710149e-05,1.4491934e-05,1.7893793e-05,5.247009e-06,1.3038499e-06,1.3543035e-06,2.805133e-06,6.000411e-06,6.324447e-06,2.273192e-06,2.6311463e-06,2.9863322e-06,3.7065402e-06,5.573359e-06,1.934216e-06,3.6686097e-07,3.7297247e-07,9.202687e-07,1.1488798e-06,4.861193e-07,6.0387194e-08,1.18052235e-08,5.3717226e-09,1.3168061e-09,4.6174975e-10,3.663904e-10,baroo
-364.7968,166.7995,-7.537159,6.7747345,-1.2160536,0.36315647,2.3409512,2.0966673,-9.394541,8.867847,-12.212372,2.960812,-17.116352,0.46882385,0.338251,0.41330197,0.43144405,0.39854056,0.507484,0.5323375,0.5064202,0.6257495,0.62359864,0.50820714,0.5352109,0.90655845,0.07973904,0.042369448,0.08637823,0.066942364,0.111794084,0.12878422,0.2601614,0.30896184,0.38523543,0.44577274,0.92135537,0.81074846,1.7857935,0.8077759,0.09984389,0.4676082,0.50859076,0.08216733,0.09968609,0.11217738,0.16916664,0.22327484,0.44371888,0.42228156,0.28999966,0.41546044,0.57916504,0.23738949,0.20837757,0.37113798,0.1433944,0.07600321,0.115014315,0.2643721,0.18509395,0.10882518,0.11082243,0.108567335,0.05819405,0.058492627,0.12030191,0.03828617,0.021753117,0.0093401205,0.0141385645,0.027685039,0.018143985,0.013099696,0.0105277905,0.01716262,0.012658348,0.0115821995,0.007366661,0.0050337873,0.0057541444,0.0039982554,0.004449275,0.003990294,0.002752924,0.0029445176,0.0018633545,0.0012334536,0.0012746295,0.001000702,0.00071913155,0.000631272,0.00056535983,0.00054613536,0.00048753322,0.00050539325,0.0005922281,0.0009234095,0.00091085274,0.00047241783,0.00055415835,0.0004918739,0.0005714151,0.0012740197,0.0014237636,0.0012538297,0.0012575967,0.0013734373,0.0010843705,0.0005072581,0.00074682257,0.0009544742,0.00091971835,0.00049930747,0.00020237052,0.0001949584,0.00030379713,0.00035498515,0.00032056548,0.000294123,0.00010959146,6.238939e-05,4.632753e-05,2.9843295e-05,2.0675287e-05,2.5984655e-05,3.0973402e-05,2.6675247e-05,1.7202008e-05,1.4376039e-05,8.95931e-06,5.898653e-06,6.933926e-06,5.755107e-06,8.029602e-06,1.6351145e-05,2.594378e-05,2.0726551e-05,3.1819472e-05,3.2893728e-05,6.1007144e-05,0.0001239306,0.00010550228,9.846915e-05,0.0001909726,0.00012837444,6.9313995e-05,6.26115e-05,1.608971e-05,4.196294e-06,6.4168404e-07,1.415081e-07,1.0999088e-07,blast
-421.10565,127.72356,14.782095,1.084261,-8.435296,-2.7357492,0.0083662765,23.688847,-11.878536,18.288578,-1.9502703,5.6317277,-8.128715,0.43390787,0.41154763,0.4227837,0.42978966,0.35101268,0.3926898,0.56641823,0.753853,0.7295627,0.60637546,0.47034326,0.43917537,0.5620818,0.038631506,0.024723776,0.018252809,0.020663423,0.028865812,0.024536217,0.056523815,0.1090341,0.12623216,0.046972733,0.013337311,0.0094082905,0.017434482,0.022995926,0.0076774666,0.010681736,0.009908904,0.0060750474,0.0075870864,0.007963116,0.011683523,0.014096021,0.012114805,0.014318915,0.019570459,0.024250379,0.109224275,0.75624377,0.44157714,0.19502732,0.1790872,0.118542776,0.17492671,0.06257932,0.01186088,0.008512235,0.010984345,0.020170044,0.011049577,0.0070898123,0.006766993,0.0045407005,0.0046863277,0.006928755,0.00410671,0.0023910087,0.0018649226,0.0017684648,0.0015586001,0.0017137849,0.0014615284,0.0009430068,0.000635603,0.0004849811,0.00036646155,0.00045626075,0.0003652404,0.00018708645,0.00028168454,0.00046671697,0.00049573154,0.00020772284,0.00021992595,0.0002100761,0.00023552575,0.00015595788,0.00026456965,0.00021998778,0.00022968797,0.0002011134,0.00014407816,0.00018753126,0.00019275735,0.00016880344,0.00017146832,0.00014956307,0.000105966705,9.5434356e-05,0.00017061207,0.00026518406,0.00029451022,0.00023267622,0.00017780962,0.00010001315,8.2739236e-05,5.5751403e-05,3.1611617e-05,1.5426482e-05,8.532733e-06,1.7100216e-05,3.802524e-05,5.9826372e-05,6.0591676e-05,2.4265244e-05,8.7131075e-06,7.772734e-06,8.239593e-06,3.975522e-06,3.5304342e-06,9.425653e-06,1.1511831e-05,6.706153e-06,2.0960522e-05,5.7214907e-05,8.5066786e-05,0.000101809244,0.0001028393,7.820217e-05,5.263624e-05,3.1734366e-05,1.0577428e-05,4.872204e-06,1.9798843e-05,6.403857e-05,8.316872e-05,6.419437e-05,5.2256797e-05,7.632102e-05,8.184761e-05,5.6414287e-05,2.2887518e-05,1.9673897e-05,1.0346163e-05,1.8270974e-06,3.6877407e-07,4.8279727e-08,2.4551156e-08,blast
-401.82364,148.32605,-14.108505,-3.2580059,-3.6301384,-6.219309,1.006697,13.04657,-6.6985564,10.276753,1.1218033,2.4459872,-8.8431,0.3558097,0.32558253,0.3315661,0.28394264,0.27352718,0.44132277,0.32879406,0.34327027,0.5308032,0.5045222,0.40904486,0.35007387,0.54435766,0.048676584,0.022604238,0.02089886,0.015752982,0.016999178,0.018551264,0.025007691,0.043063432,0.05861959,0.040600657,0.027864378,0.034622047,0.07468753,0.03948079,0.016126666,0.032522943,0.031021953,0.018001486,0.012711618,0.013957954,0.01003856,0.012600567,0.017508067,0.024734313,0.0845725,0.6922955,3.2737856,1.4555836,0.7024435,0.648552,1.7596211,2.394848,1.7946761,0.9423534,0.40553483,0.19408403,0.13760637,0.22011119,0.27382421,0.13623121,0.110911846,0.26389807,0.35418314,0.53447795,0.34352726,0.37425333,0.24354814,0.10033199,0.0960954,0.15894893,0.06501082,0.033206254,0.033290725,0.025427107,0.018077461,0.017116306,0.016858667,0.014922878,0.007906637,0.0065180208,0.004146569,0.004679059,0.0033425721,0.0045797024,0.004448969,0.002706773,0.0043056905,0.003436299,0.0030946909,0.0031016273,0.0039877733,0.003896723,0.0034209555,0.0024492391,0.0024016183,0.00355301,0.002605957,0.0028104815,0.0036956468,0.0037074704,0.0026622275,0.0020842322,0.0014552667,0.0010432818,0.00037109008,0.00027073384,0.00014406865,5.658014e-05,4.8158458e-05,9.412752e-05,0.00016174489,0.00021468793,0.00016173706,4.4026718e-05,2.3060855e-05,2.7081747e-05,2.3058157e-05,1.6297123e-05,6.36373e-06,1.0632924e-05,1.9424615e-05,1.5090087e-05,1.6175016e-05,3.697243e-05,4.6620968e-05,4.7235888e-05,3.7869966e-05,2.9013074e-05,2.8882401e-05,1.9596562e-05,1.3115734e-05,1.0607617e-05,8.487804e-06,1.1872508e-05,3.314613e-05,5.6683886e-05,3.879101e-05,4.4162512e-05,5.7899546e-05,2.9313876e-05,3.5864756e-05,3.436713e-05,9.848805e-06,2.5860377e-06,4.0266445e-07,3.870889e-08,2.1708892e-08,blast
